respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27
90,CON_1,LIB_1,CTR_1,CTR_2,CTR_3,LIB_2,STY_1,SD_1,SD_2,SD_3,STY_2,LIB_3,CON_2,STY_3,CON_3,REF_1,REF_2,REF_3,DSA_1,NAT_1,DSA_2,DSA_3,NAT_2,PRG_1,PRG_2,NAT_3,PRG_3
91,LIB_1,CTR_1,CTR_2,CTR_3,CON_1,LIB_2,SD_1,SD_2,STY_1,LIB_3,CON_2,CON_3,SD_3,STY_2,STY_3,REF_1,REF_2,REF_3,NAT_1,DSA_1,DSA_2,PRG_1,DSA_3,NAT_2,NAT_3,PRG_2,PRG_3
92,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,REF_1,CTR_1,REF_2,REF_3,CTR_2,CTR_3,STY_1,STY_2,STY_3,DSA_1,PRG_1,SD_1,SD_2,DSA_2,SD_3,LIB_1,DSA_3,LIB_2,PRG_2,LIB_3,PRG_3
93,REF_1,REF_2,REF_3,STY_1,STY_2,CON_1,STY_3,CON_2,CON_3,LIB_1,LIB_2,NAT_1,CTR_1,NAT_2,PRG_1,DSA_1,SD_1,NAT_3,LIB_3,PRG_2,CTR_2,SD_2,SD_3,PRG_3,DSA_2,CTR_3,DSA_3
94,CON_1,CON_2,CTR_1,CTR_2,CTR_3,REF_1,CON_3,REF_2,REF_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,LIB_1,DSA_1,PRG_1,PRG_2,DSA_2,LIB_2,DSA_3,LIB_3,PRG_3
95,NAT_1,NAT_2,REF_1,NAT_3,REF_2,REF_3,CON_1,CON_2,CON_3,STY_1,STY_2,STY_3,LIB_1,DSA_1,SD_1,DSA_2,CTR_1,CTR_2,SD_2,DSA_3,CTR_3,SD_3,PRG_1,LIB_2,PRG_2,LIB_3,PRG_3
96,SD_1,SD_2,SD_3,DSA_1,STY_1,STY_2,DSA_2,DSA_3,STY_3,REF_1,REF_2,REF_3,CON_1,CON_2,CTR_1,PRG_1,CON_3,NAT_1,NAT_2,CTR_2,PRG_2,CTR_3,LIB_1,NAT_3,LIB_2,PRG_3,LIB_3
97,REF_1,REF_2,REF_3,STY_1,CTR_1,STY_2,STY_3,CTR_2,CTR_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,PRG_1,LIB_1,PRG_2,NAT_1,DSA_1,LIB_2,LIB_3,DSA_2,NAT_2,NAT_3,DSA_3,PRG_3
98,CON_1,CON_2,CON_3,REF_1,SD_1,STY_1,STY_2,REF_2,REF_3,STY_3,CTR_1,SD_2,SD_3,CTR_2,CTR_3,NAT_1,NAT_2,NAT_3,DSA_1,PRG_1,LIB_1,DSA_2,PRG_2,DSA_3,LIB_2,PRG_3,LIB_3
99,CON_1,CON_2,CON_3,STY_1,REF_1,REF_2,STY_2,REF_3,STY_3,SD_1,SD_2,SD_3,CTR_1,NAT_1,CTR_2,NAT_2,CTR_3,NAT_3,PRG_1,LIB_1,DSA_1,LIB_2,DSA_2,PRG_2,DSA_3,LIB_3,PRG_3
100,DSA_1,PRG_1,LIB_1,PRG_2,PRG_3,LIB_2,LIB_3,DSA_2,DSA_3,SD_1,SD_2,SD_3,CTR_1,CTR_2,STY_1,STY_2,STY_3,CTR_3,REF_1,REF_2,REF_3,NAT_1,CON_1,NAT_2,NAT_3,CON_2,CON_3
101,PRG_1,LIB_1,DSA_1,PRG_2,PRG_3,DSA_2,LIB_2,LIB_3,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,CTR_1,CTR_2,CTR_3,CON_1,CON_2,REF_1,REF_2,REF_3,NAT_1,NAT_2,NAT_3,CON_3
102,STY_1,STY_2,SD_1,STY_3,SD_2,CTR_1,SD_3,CTR_2,CTR_3,LIB_1,REF_1,LIB_2,LIB_3,REF_2,REF_3,DSA_1,CON_1,CON_2,DSA_2,CON_3,NAT_1,DSA_3,PRG_1,NAT_2,PRG_2,NAT_3,PRG_3
103,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,CTR_1,CTR_2,CTR_3,LIB_1,LIB_2,LIB_3,CON_1,CON_2,DSA_1,CON_3,DSA_2,NAT_1,PRG_1,PRG_2,NAT_2,DSA_3,PRG_3,NAT_3
104,CTR_1,CTR_2,CTR_3,STY_1,CON_1,REF_1,REF_2,REF_3,CON_2,STY_2,STY_3,CON_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,DSA_1,NAT_1,NAT_2,LIB_3,NAT_3,PRG_1,PRG_2,DSA_2,PRG_3,DSA_3
105,LIB_1,LIB_2,LIB_3,CTR_1,SD_1,CTR_2,SD_2,CTR_3,SD_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,NAT_1,PRG_3,DSA_1,DSA_2,NAT_2,DSA_3,NAT_3
106,CTR_1,CON_1,CON_2,CTR_2,CTR_3,CON_3,REF_1,REF_2,REF_3,NAT_1,NAT_2,NAT_3,STY_1,STY_2,STY_3,DSA_1,SD_1,SD_2,DSA_2,SD_3,LIB_1,DSA_3,PRG_1,LIB_2,PRG_2,LIB_3,PRG_3
107,STY_1,STY_2,CON_1,SD_1,STY_3,SD_2,SD_3,REF_1,CON_2,REF_2,REF_3,CON_3,DSA_1,CTR_1,NAT_1,PRG_1,DSA_2,PRG_2,CTR_2,LIB_1,NAT_2,PRG_3,NAT_3,LIB_2,DSA_3,CTR_3,LIB_3
108,LIB_1,LIB_2,CTR_1,LIB_3,SD_1,CTR_2,CTR_3,SD_2,SD_3,CON_1,STY_1,STY_2,CON_2,STY_3,CON_3,REF_1,REF_2,REF_3,PRG_1,NAT_1,NAT_2,NAT_3,PRG_2,DSA_1,DSA_2,DSA_3,PRG_3
109,STY_1,STY_2,CTR_1,CTR_2,STY_3,REF_1,CTR_3,REF_2,REF_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,NAT_1,NAT_2,PRG_1,LIB_1,LIB_2,DSA_3,PRG_2,LIB_3,NAT_3,PRG_3
110,PRG_1,DSA_1,PRG_2,LIB_1,PRG_3,DSA_2,LIB_2,DSA_3,LIB_3,SD_1,STY_1,SD_2,SD_3,STY_2,STY_3,CTR_1,CTR_2,CTR_3,REF_1,NAT_1,CON_1,REF_2,REF_3,CON_2,NAT_2,NAT_3,CON_3
111,SD_1,LIB_1,LIB_2,LIB_3,CTR_1,SD_2,CTR_2,SD_3,CTR_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,PRG_1,PRG_2,PRG_3,DSA_1,CON_1,CON_2,CON_3,DSA_2,NAT_1,DSA_3,NAT_2,NAT_3
112,REF_1,REF_2,REF_3,CTR_1,STY_1,STY_2,CTR_2,CTR_3,STY_3,CON_1,CON_2,CON_3,DSA_1,NAT_1,DSA_2,PRG_1,PRG_2,SD_1,LIB_1,LIB_2,SD_2,NAT_2,DSA_3,LIB_3,NAT_3,PRG_3,SD_3
113,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,CTR_1,CON_1,CTR_2,REF_1,REF_2,REF_3,PRG_1,NAT_1,CTR_3,PRG_2,CON_2,NAT_2,CON_3,NAT_3,PRG_3
114,CTR_1,SD_1,SD_2,CTR_2,SD_3,STY_1,CTR_3,STY_2,REF_1,REF_2,STY_3,REF_3,LIB_1,CON_1,CON_2,LIB_2,CON_3,LIB_3,NAT_1,PRG_1,PRG_2,DSA_1,DSA_2,NAT_2,DSA_3,PRG_3,NAT_3
115,LIB_1,LIB_2,LIB_3,CTR_1,CTR_2,SD_1,SD_2,CTR_3,SD_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,PRG_1,PRG_2,PRG_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
116,CTR_1,CTR_2,CTR_3,STY_1,CON_1,CON_2,STY_2,CON_3,STY_3,REF_1,SD_1,REF_2,SD_2,SD_3,REF_3,LIB_1,LIB_2,LIB_3,DSA_1,PRG_1,PRG_2,DSA_2,NAT_1,NAT_2,NAT_3,PRG_3,DSA_3
117,CON_1,CON_2,CTR_1,CTR_2,CTR_3,CON_3,STY_1,STY_2,STY_3,REF_1,REF_2,SD_1,REF_3,SD_2,SD_3,LIB_1,LIB_2,LIB_3,NAT_1,NAT_2,DSA_1,DSA_2,PRG_1,PRG_2,NAT_3,DSA_3,PRG_3
118,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,CTR_1,REF_1,NAT_1,PRG_1,CON_1,REF_2,REF_3,CON_2,CON_3,NAT_2,CTR_2,NAT_3,CTR_3,PRG_2,PRG_3
119,CON_1,CON_2,CON_3,REF_1,REF_2,NAT_1,STY_1,NAT_2,NAT_3,REF_3,CTR_1,STY_2,STY_3,CTR_2,CTR_3,LIB_1,SD_1,DSA_1,LIB_2,SD_2,SD_3,DSA_2,LIB_3,PRG_1,DSA_3,PRG_2,PRG_3
120,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,SD_1,CTR_1,CTR_2,SD_2,NAT_1,SD_3,CTR_3,PRG_1,NAT_2,NAT_3,PRG_2,DSA_1,DSA_2,LIB_1,LIB_2,LIB_3,PRG_3,DSA_3
121,CTR_1,LIB_1,SD_1,LIB_2,CTR_2,SD_2,SD_3,LIB_3,CTR_3,PRG_1,STY_1,STY_2,STY_3,PRG_2,PRG_3,DSA_1,REF_1,REF_2,REF_3,DSA_2,DSA_3,CON_1,NAT_1,CON_2,CON_3,NAT_2,NAT_3
122,NAT_1,NAT_2,REF_1,NAT_3,CON_1,CON_2,REF_2,CON_3,REF_3,STY_1,STY_2,STY_3,DSA_1,PRG_1,CTR_1,DSA_2,CTR_2,DSA_3,SD_1,LIB_1,LIB_2,PRG_2,LIB_3,SD_2,PRG_3,CTR_3,SD_3
123,LIB_1,LIB_2,LIB_3,SD_1,SD_2,CTR_1,CTR_2,SD_3,CTR_3,STY_1,PRG_1,STY_2,DSA_1,PRG_2,STY_3,PRG_3,DSA_2,DSA_3,REF_1,REF_2,REF_3,CON_1,NAT_1,CON_2,CON_3,NAT_2,NAT_3
124,SD_1,SD_2,SD_3,STY_1,STY_2,LIB_1,REF_1,LIB_2,CTR_1,LIB_3,STY_3,REF_2,REF_3,CTR_2,CTR_3,CON_1,CON_2,CON_3,PRG_1,PRG_2,PRG_3,NAT_1,DSA_1,DSA_2,DSA_3,NAT_2,NAT_3
125,LIB_1,LIB_2,LIB_3,CTR_1,SD_1,CTR_2,SD_2,SD_3,CTR_3,STY_1,STY_2,CON_1,CON_2,STY_3,REF_1,CON_3,REF_2,REF_3,PRG_1,PRG_2,PRG_3,NAT_1,DSA_1,DSA_2,DSA_3,NAT_2,NAT_3
126,DSA_1,DSA_2,DSA_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,REF_1,REF_2,REF_3,CON_1,CON_2,PRG_1,LIB_1,LIB_2,CTR_1,CTR_2,LIB_3,NAT_1,PRG_2,CON_3,CTR_3,NAT_2,NAT_3,PRG_3
127,REF_1,CON_1,CON_2,STY_1,CON_3,SD_1,STY_2,STY_3,SD_2,SD_3,REF_2,REF_3,LIB_1,DSA_1,PRG_1,NAT_1,NAT_2,CTR_1,DSA_2,CTR_2,PRG_2,CTR_3,DSA_3,NAT_3,PRG_3,LIB_2,LIB_3
128,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,DSA_1,DSA_2,DSA_3,REF_1,REF_2,REF_3,CTR_1,LIB_1,PRG_1,CON_1,CON_2,CTR_2,NAT_1,PRG_2,CTR_3,PRG_3,LIB_2,NAT_2,LIB_3,CON_3,NAT_3
129,CON_1,CON_2,NAT_1,CON_3,CTR_1,CTR_2,NAT_2,CTR_3,NAT_3,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,LIB_1,PRG_1,LIB_2,PRG_2,DSA_1,DSA_2,DSA_3,PRG_3,LIB_3
130,DSA_1,SD_1,DSA_2,DSA_3,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,PRG_1,LIB_2,LIB_3,REF_1,NAT_1,CON_1,CTR_1,REF_2,CTR_2,REF_3,NAT_2,CTR_3,PRG_2,CON_2,PRG_3,CON_3,NAT_3
131,CON_1,SD_1,CON_2,CON_3,REF_1,SD_2,STY_1,STY_2,SD_3,STY_3,REF_2,REF_3,NAT_1,NAT_2,NAT_3,DSA_1,LIB_1,DSA_2,LIB_2,LIB_3,DSA_3,CTR_1,CTR_2,CTR_3,PRG_1,PRG_2,PRG_3
132,CTR_1,CTR_2,CTR_3,SD_1,STY_1,SD_2,REF_1,REF_2,STY_2,REF_3,SD_3,STY_3,CON_1,CON_2,CON_3,LIB_1,LIB_2,LIB_3,DSA_1,DSA_2,NAT_1,PRG_1,PRG_2,PRG_3,NAT_2,NAT_3,DSA_3
133,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,CON_1,CON_2,CON_3,CTR_1,CTR_2,NAT_1,DSA_1,NAT_2,NAT_3,LIB_1,DSA_2,SD_1,SD_2,PRG_1,SD_3,PRG_2,DSA_3,LIB_2,CTR_3,PRG_3,LIB_3
134,LIB_1,LIB_2,CTR_1,LIB_3,SD_1,SD_2,SD_3,STY_1,STY_2,CTR_2,CTR_3,STY_3,PRG_1,PRG_2,PRG_3,REF_1,REF_2,DSA_1,DSA_2,REF_3,DSA_3,CON_1,CON_2,NAT_1,NAT_2,NAT_3,CON_3
135,CTR_1,CON_1,CON_2,CTR_2,CON_3,CTR_3,NAT_1,NAT_2,NAT_3,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,SD_1,PRG_1,SD_2,DSA_1,DSA_2,LIB_1,DSA_3,LIB_2,PRG_2,LIB_3,PRG_3,SD_3
136,REF_1,REF_2,CTR_1,REF_3,STY_1,CTR_2,CTR_3,STY_2,STY_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,DSA_1,NAT_1,NAT_2,LIB_1,LIB_2,NAT_3,LIB_3,PRG_1,PRG_2,PRG_3,DSA_2,DSA_3
137,CON_1,CTR_1,CTR_2,SD_1,CON_2,CTR_3,SD_2,SD_3,CON_3,LIB_1,REF_1,STY_1,STY_2,STY_3,REF_2,LIB_2,REF_3,LIB_3,NAT_1,PRG_1,DSA_1,PRG_2,DSA_2,NAT_2,PRG_3,NAT_3,DSA_3
138,NAT_1,NAT_2,NAT_3,CON_1,CON_2,CON_3,REF_1,REF_2,REF_3,STY_1,CTR_1,STY_2,CTR_2,STY_3,CTR_3,SD_1,SD_2,PRG_1,LIB_1,PRG_2,SD_3,LIB_2,DSA_1,PRG_3,DSA_2,DSA_3,LIB_3
139,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,PRG_3,CTR_1,CTR_2,CTR_3,CON_1,REF_1,CON_2,NAT_1,NAT_2,CON_3,REF_2,REF_3,NAT_3
140,SD_1,LIB_1,LIB_2,LIB_3,SD_2,CTR_1,CON_1,CON_2,SD_3,CON_3,CTR_2,CTR_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,PRG_1,NAT_1,DSA_1,NAT_2,DSA_2,PRG_2,NAT_3,PRG_3,DSA_3
141,CON_1,CTR_1,CON_2,NAT_1,CTR_2,NAT_2,CTR_3,NAT_3,CON_3,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,DSA_1,LIB_1,DSA_2,PRG_1,PRG_2,DSA_3,LIB_2,LIB_3,PRG_3
142,CTR_1,CTR_2,CON_1,CON_2,CON_3,SD_1,CTR_3,REF_1,REF_2,STY_1,REF_3,SD_2,STY_2,SD_3,STY_3,NAT_1,NAT_2,NAT_3,DSA_1,LIB_1,DSA_2,PRG_1,LIB_2,LIB_3,PRG_2,DSA_3,PRG_3
143,CON_1,REF_1,CON_2,REF_2,CON_3,STY_1,REF_3,STY_2,STY_3,SD_1,SD_2,NAT_1,NAT_2,NAT_3,SD_3,DSA_1,PRG_1,PRG_2,LIB_1,DSA_2,CTR_1,CTR_2,LIB_2,LIB_3,DSA_3,CTR_3,PRG_3
144,SD_1,SD_2,SD_3,STY_1,LIB_1,LIB_2,STY_2,STY_3,LIB_3,CTR_1,CTR_2,REF_1,REF_2,PRG_1,CTR_3,PRG_2,REF_3,PRG_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,NAT_1,NAT_2,NAT_3
145,CON_1,CTR_1,CON_2,CON_3,CTR_2,CTR_3,REF_1,STY_1,REF_2,REF_3,STY_2,STY_3,SD_1,NAT_1,NAT_2,SD_2,NAT_3,SD_3,LIB_1,DSA_1,PRG_1,PRG_2,DSA_2,DSA_3,LIB_2,LIB_3,PRG_3
146,CON_1,CON_2,CON_3,CTR_1,CTR_2,CTR_3,STY_1,REF_1,SD_1,REF_2,SD_2,STY_2,STY_3,REF_3,SD_3,LIB_1,LIB_2,NAT_1,NAT_2,LIB_3,NAT_3,PRG_1,DSA_1,PRG_2,DSA_2,DSA_3,PRG_3
147,DSA_1,LIB_1,LIB_2,SD_1,LIB_3,SD_2,SD_3,DSA_2,DSA_3,PRG_1,PRG_2,STY_1,PRG_3,STY_2,STY_3,CTR_1,CTR_2,CTR_3,REF_1,REF_2,REF_3,NAT_1,NAT_2,CON_1,CON_2,CON_3,NAT_3
148,DSA_1,LIB_1,LIB_2,LIB_3,CTR_1,SD_1,SD_2,SD_3,DSA_2,DSA_3,PRG_1,CTR_2,PRG_2,CTR_3,PRG_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,CON_1,NAT_1,NAT_2,CON_2,NAT_3,CON_3
149,CTR_1,CTR_2,CTR_3,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,PRG_1,NAT_1,PRG_2,LIB_1,DSA_1,NAT_2,DSA_2,LIB_2,DSA_3,LIB_3,NAT_3,PRG_3
150,SD_1,SD_2,STY_1,STY_2,SD_3,STY_3,REF_1,REF_2,REF_3,CON_1,DSA_1,CON_2,CON_3,DSA_2,DSA_3,LIB_1,LIB_2,LIB_3,CTR_1,CTR_2,NAT_1,CTR_3,PRG_1,PRG_2,NAT_2,PRG_3,NAT_3
151,STY_1,CON_1,CON_2,STY_2,CON_3,STY_3,REF_1,REF_2,SD_1,SD_2,CTR_1,CTR_2,REF_3,CTR_3,SD_3,LIB_1,LIB_2,LIB_3,DSA_1,PRG_1,PRG_2,NAT_1,NAT_2,DSA_2,DSA_3,NAT_3,PRG_3
152,SD_1,PRG_1,LIB_1,PRG_2,PRG_3,SD_2,LIB_2,SD_3,DSA_1,LIB_3,STY_1,STY_2,STY_3,DSA_2,DSA_3,CTR_1,CTR_2,CTR_3,REF_1,REF_2,REF_3,NAT_1,NAT_2,CON_1,CON_2,CON_3,NAT_3
153,DSA_1,PRG_1,DSA_2,PRG_2,PRG_3,DSA_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,STY_1,STY_2,STY_3,CTR_1,CTR_2,CTR_3,REF_1,REF_2,REF_3,CON_1,NAT_1,CON_2,CON_3,NAT_2,NAT_3
154,CON_1,REF_1,CON_2,CON_3,STY_1,REF_2,REF_3,STY_2,STY_3,NAT_1,NAT_2,NAT_3,CTR_1,CTR_2,CTR_3,SD_1,SD_2,SD_3,DSA_1,LIB_1,DSA_2,PRG_1,DSA_3,PRG_2,LIB_2,PRG_3,LIB_3
155,LIB_1,LIB_2,LIB_3,DSA_1,CTR_1,STY_1,DSA_2,SD_1,SD_2,DSA_3,CTR_2,SD_3,CTR_3,STY_2,STY_3,PRG_1,PRG_2,PRG_3,REF_1,REF_2,REF_3,NAT_1,CON_1,CON_2,CON_3,NAT_2,NAT_3
156,LIB_1,SD_1,CTR_1,CTR_2,CTR_3,SD_2,LIB_2,CON_1,SD_3,STY_1,CON_2,LIB_3,CON_3,STY_2,STY_3,REF_1,REF_2,REF_3,NAT_1,PRG_1,DSA_1,NAT_2,DSA_2,DSA_3,NAT_3,PRG_2,PRG_3
157,LIB_1,LIB_2,SD_1,STY_1,STY_2,SD_2,LIB_3,SD_3,STY_3,CTR_1,CTR_2,CTR_3,DSA_1,DSA_2,DSA_3,REF_1,REF_2,REF_3,PRG_1,PRG_2,PRG_3,NAT_1,CON_1,CON_2,CON_3,NAT_2,NAT_3
158,CTR_1,SD_1,LIB_1,CTR_2,LIB_2,SD_2,CTR_3,SD_3,LIB_3,STY_1,CON_1,CON_2,CON_3,STY_2,REF_1,STY_3,REF_2,REF_3,PRG_1,NAT_1,NAT_2,PRG_2,DSA_1,DSA_2,PRG_3,NAT_3,DSA_3
159,SD_1,STY_1,SD_2,STY_2,SD_3,STY_3,REF_1,REF_2,REF_3,DSA_1,DSA_2,DSA_3,LIB_1,CON_1,NAT_1,CTR_1,LIB_2,PRG_1,NAT_2,CON_2,NAT_3,CON_3,PRG_2,LIB_3,CTR_2,PRG_3,CTR_3
160,CON_1,CTR_1,CON_2,CON_3,CTR_2,STY_1,CTR_3,SD_1,REF_1,SD_2,SD_3,STY_2,STY_3,REF_2,REF_3,LIB_1,LIB_2,LIB_3,NAT_1,PRG_1,DSA_1,PRG_2,NAT_2,DSA_2,NAT_3,PRG_3,DSA_3
161,CTR_1,CON_1,CTR_2,CON_2,CTR_3,CON_3,SD_1,STY_1,SD_2,STY_2,STY_3,SD_3,REF_1,REF_2,REF_3,LIB_1,NAT_1,LIB_2,LIB_3,NAT_2,NAT_3,PRG_1,DSA_1,PRG_2,PRG_3,DSA_2,DSA_3
162,DSA_1,DSA_2,DSA_3,SD_1,SD_2,SD_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,PRG_1,NAT_1,NAT_2,CON_1,CTR_1,LIB_1,PRG_2,NAT_3,CTR_2,CTR_3,CON_2,CON_3,LIB_2,LIB_3,PRG_3
163,DSA_1,DSA_2,SD_1,DSA_3,SD_2,STY_1,SD_3,STY_2,STY_3,LIB_1,LIB_2,LIB_3,CTR_1,CON_1,REF_1,CON_2,CTR_2,PRG_1,REF_2,NAT_1,NAT_2,CTR_3,NAT_3,PRG_2,CON_3,PRG_3,REF_3
164,STY_1,STY_2,STY_3,SD_1,SD_2,SD_3,REF_1,REF_2,REF_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,CTR_1,CTR_2,NAT_1,PRG_1,PRG_2,PRG_3,CTR_3,NAT_2,LIB_1,LIB_2,NAT_3,LIB_3
165,SD_1,STY_1,SD_2,STY_2,SD_3,STY_3,CTR_1,REF_1,CTR_2,CTR_3,REF_2,REF_3,LIB_1,LIB_2,LIB_3,CON_1,PRG_1,CON_2,CON_3,NAT_1,DSA_1,DSA_2,PRG_2,PRG_3,NAT_2,DSA_3,NAT_3
166,CON_1,NAT_1,NAT_2,REF_1,CON_2,CON_3,NAT_3,REF_2,REF_3,STY_1,STY_2,STY_3,CTR_1,CTR_2,CTR_3,SD_1,SD_2,PRG_1,SD_3,PRG_2,LIB_1,PRG_3,DSA_1,DSA_2,LIB_2,LIB_3,DSA_3
167,SD_1,SD_2,PRG_1,LIB_1,SD_3,LIB_2,PRG_2,PRG_3,LIB_3,DSA_1,CTR_1,STY_1,DSA_2,STY_2,DSA_3,CTR_2,STY_3,CTR_3,REF_1,REF_2,REF_3,CON_1,NAT_1,CON_2,CON_3,NAT_2,NAT_3
168,LIB_1,SD_1,LIB_2,SD_2,LIB_3,SD_3,STY_1,STY_2,CTR_1,STY_3,CTR_2,CTR_3,PRG_1,PRG_2,REF_1,PRG_3,REF_2,REF_3,DSA_1,DSA_2,CON_1,DSA_3,CON_2,CON_3,NAT_1,NAT_2,NAT_3
169,LIB_1,LIB_2,LIB_3,SD_1,CON_1,CTR_1,CTR_2,SD_2,STY_1,SD_3,CON_2,CTR_3,STY_2,STY_3,CON_3,REF_1,REF_2,REF_3,PRG_1,PRG_2,NAT_1,PRG_3,NAT_2,NAT_3,DSA_1,DSA_2,DSA_3
170,SD_1,LIB_1,LIB_2,CTR_1,CTR_2,LIB_3,SD_2,REF_1,CTR_3,SD_3,REF_2,STY_1,STY_2,STY_3,REF_3,CON_1,CON_2,CON_3,PRG_1,DSA_1,DSA_2,PRG_2,DSA_3,PRG_3,NAT_1,NAT_2,NAT_3
171,CTR_1,STY_1,CTR_2,CTR_3,CON_1,CON_2,CON_3,SD_1,SD_2,STY_2,SD_3,STY_3,REF_1,REF_2,REF_3,LIB_1,LIB_2,LIB_3,NAT_1,DSA_1,DSA_2,NAT_2,PRG_1,NAT_3,PRG_2,DSA_3,PRG_3
172,SD_1,SD_2,LIB_1,STY_1,CTR_1,CTR_2,STY_2,SD_3,LIB_2,REF_1,REF_2,LIB_3,STY_3,CTR_3,REF_3,CON_1,CON_2,CON_3,DSA_1,NAT_1,NAT_2,NAT_3,PRG_1,PRG_2,PRG_3,DSA_2,DSA_3
173,CON_1,CON_2,CON_3,REF_1,REF_2,STY_1,NAT_1,REF_3,NAT_2,NAT_3,STY_2,STY_3,CTR_1,CTR_2,CTR_3,SD_1,PRG_1,DSA_1,DSA_2,LIB_1,LIB_2,SD_2,PRG_2,SD_3,PRG_3,DSA_3,LIB_3
174,SD_1,SD_2,SD_3,STY_1,STY_2,DSA_1,STY_3,DSA_2,DSA_3,REF_1,REF_2,REF_3,LIB_1,LIB_2,LIB_3,PRG_1,CTR_1,PRG_2,CTR_2,CTR_3,PRG_3,CON_1,CON_2,NAT_1,CON_3,NAT_2,NAT_3
175,LIB_1,PRG_1,PRG_2,DSA_1,LIB_2,PRG_3,LIB_3,SD_1,DSA_2,DSA_3,SD_2,SD_3,STY_1,STY_2,STY_3,CTR_1,CTR_2,CTR_3,CON_1,REF_1,NAT_1,CON_2,REF_2,NAT_2,CON_3,REF_3,NAT_3
176,CON_1,CON_2,CON_3,REF_1,REF_2,STY_1,STY_2,REF_3,STY_3,SD_1,SD_2,SD_3,NAT_1,PRG_1,PRG_2,NAT_2,CTR_1,DSA_1,LIB_1,PRG_3,DSA_2,DSA_3,CTR_2,NAT_3,LIB_2,LIB_3,CTR_3
177,LIB_1,LIB_2,LIB_3,SD_1,CTR_1,CTR_2,SD_2,CTR_3,SD_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,CON_1,CON_2,CON_3,DSA_1,DSA_2,DSA_3,PRG_1,PRG_2,NAT_1,NAT_2,NAT_3,PRG_3
178,CON_1,CON_2,CON_3,REF_1,REF_2,NAT_1,REF_3,CTR_1,STY_1,CTR_2,NAT_2,NAT_3,CTR_3,STY_2,STY_3,SD_1,SD_2,SD_3,LIB_1,PRG_1,PRG_2,PRG_3,LIB_2,LIB_3,DSA_1,DSA_2,DSA_3
179,CON_1,CTR_1,CON_2,CON_3,CTR_2,CTR_3,REF_1,STY_1,REF_2,REF_3,STY_2,STY_3,NAT_1,NAT_2,NAT_3,SD_1,SD_2,SD_3,LIB_1,LIB_2,LIB_3,PRG_1,DSA_1,PRG_2,PRG_3,DSA_2,DSA_3
180,CON_1,CTR_1,CON_2,CTR_2,CTR_3,CON_3,SD_1,REF_1,STY_1,REF_2,SD_2,REF_3,SD_3,STY_2,STY_3,NAT_1,NAT_2,NAT_3,LIB_1,LIB_2,LIB_3,PRG_1,PRG_2,DSA_1,DSA_2,DSA_3,PRG_3
